,Body,tags
58,"It may be noticed that Section 26 of the Hindu Marriage Act makes provision for obtaining orders from the Court in which any proceeding under the said Act had been initiated, even after the decree with respect to the custody, maintenance, etc. of the children and the Court is bound to inquire into the said matter as if the proceedings for obtaining such decree were still pending. It may be noticed that it is not the case of any of the parties that the learned City Civil Judge, Bombay, had made any provision for custody of the child even after the death of Usha. If that has not been done and if still during the minority of Varun, Usha has died, the said Court could make appropriate orders regarding custody of the child even after the death of Usha, as if the proceedings for obtaining the decree were still pending. The later portion of Section 26 of the Hindu Marriage Act enables the said Court before whom the proceeding was pending earlier, to make such orders and provision with respect to the custody of the child even subsequently and therefore, it cannot be said that the said Court cannot give the relief to the parties subsequent to the death of Usha. If the Court before which the proceedings under the Hindu Marriage Act for dissolution of the marriage were initiated has the jurisdiction even after the decree, to give appropriate directions regarding the custody of the minor child whether it is before or after the death of Usha, having regard to the decision of the Supreme Court as also S. 4 of Hindu Marriage Act it has to be held that the appropriate provisions of the Guardians and Wards Act are inconsistent with Section 26 of the Hindu Marriage Act in such a situation and therefore, the remedy under the Guardians and Wards Act is unavailable to the parties in such a context.",['26']
59,"It was urged on behalf of the father respondent that before the Family Court no plea regarding lack of jurisdiction had been taken by the grand-parents and on the other hand, they had in fact moved the Family Court for appointing them as guardians and it has been raised for the first time before this Court and in view of the Decision of the Supreme Court in PATHUMMA AND ORS. v. KUNTALAN KUTTY AND ORS., AIR 1982 SC 1683 it is not open to the grand- parents to take such a contention and the same deserves to be repelled. It may be noticed that the Supreme Court in this Decision was concerned with the aspect relating to Section 21 of the Code of Civil Procedure which in turn refers to the objection as to the place of suing and the said Section appears immediately after Section 20 wherein there is a choice for the plaintiff to institute the suit in more than one Court coming within the purview of Sub-clauses (a) (b) and (c). It is in that connection that when objection was taken to the territorial jurisdiction of the Court for the first time in appeal, it was pointed out that all the three conditions mentioned under Section 21 CPC, must co-exist and only in such a case the objection as to the place of suing could be entertained by the Court of appeal or revision. This is not a case where the objection relating to Family Court is being taken on the ground of place of suing. The objection is on account of the fact that there was already an order passed by the learned City Civil Judge, Bombay, in the proceeding initiated before him under the Hindu Marriage. Act by the parents of the minor child and in that proceeding an order had been passed as provided under Section 26 of the Hindu Marriage Act and therefore, for any further alteration in that regard the parties and to approach only the learned City Civil Judge, Bombay and that the remedy under the provisions of the Guardians and Wards Act is unavailable to the parties in such a context. If that be so, then neither Section 21 of the Code of Civil Procedure nor the Decision pressed into service by the learned Advocate for the father could be of any assistance to hold that the Family. Court has jurisdiction to entertain the Petitions under the Guardians and Wards Act in this particular context.",['26' '21']
60,"In her written statement in the main lis, the wife-respondent made a prayer for return of certain articles specified in the schedule thereto, but the trial Judge having decreed the husband's petition for restitution of conjugal rights, did not make any order in respect of that prayer. The Division Bench on appeal, after allowing the appeal and decreeing divorce, remanded the case of the wife for return of the articles to the trial Court for fresh adjudication under Section 27 of the Hindu Marriage Act on the evidence on record and on further evidence to be adduced by the parties, but made it clear that it was expressing ""no opinion whether or not the claim of the appellant in respect of the items of property or ornaments mentioned in the Schedule to her written statement can be entertained under Section 27 of the Hindu Marriage Act.""",['27']
61,"In this case, however, even if we hold that the articles directed to be returned by the impugned order are not properties belonging jointly to the husband and the wife and accordingly are not properties covered by Section 27 of the Hindu Marriage Act, nothing would prevent us from recording a compromise to the effect that the wife-respondent has agreed to receive and has in fact received Rs. 15,000/- in lieu of those articles belonging to her in full and final settlement of her claim for return of those articles. For, even if those articles do not come within the ambit of Section 27 or any other provisions of the Hindu Marriage Act and are not, therefore, matters which can relate to matrimonial proceedings under the Act, a compromise can still be struck in respect thereof between the parties under the provisions of Rule 5 of Order 23 of the Civil P.C. as they now stand after the Amendment of 1976. Rule 3, as it stood before the Amendment of 1976, provided that the Court on recording an agreement, satisfaction or compromise ""shall pass a decree in accordance therewith so far as it relates to the suit"". The words ""as it relates to the suit"" have now been substituted by the words ""so far as it relates to the parties to the suit, whether or not the subject matter of the agreement, compromise or satisfaction is the same, as the subject matter of the suit."" Therefore, under Rule 3, as it now stands, a Court can pass a decree in accordance with the agreement, satisfaction or compromise between the parties even though the same relates to or covers matters which may not form the subject matter of the suit provided they relate to the parties to the suit and the terms of such a decree would now be executable and are not to be enforced by a separate suit, as was the position prior to the Amendment of 1976. Therefore, even if the articles in question were or could not stricto sensu be the subject matter of a matrimonial proceeding Under the Hindu Marriage Act, as they nevertheless relate to the parties to the proceeding, we would direct recording of the compromise as prayed for. The appeal, therefore, which, as noted hereinbefore, has already ended in a decree for divorce in favour of the respondent-wife against the appellant-husband, shall now stand fully disposed of in accordance with the terms and conditions of the agreement, compromise and satisfaction as recorded in the joint petition filed by the parties, which shall thus form part of the decree. No costs as agreed by and between the parties.",['27']
62,"All the High Courts are unanimous in regard to the scope of Section 27 of the Hindu Marriage Act. Law says that court is entitled to invoke its powers only if the property belongs jointly to husband and wife. The High Courts of Allahabad, Madhya Pradesh and Bombay, and in the earlier decision the High Court of Delhi, in Anju Bhargava v. Rajesh Bhargava (1986) 2 Hindu L.R. 393, have also taken the view that even if the property belongs to one of the spouses, even though Section 27 of the Hindu Marriage Act may not apply, invoking Section 151 read with Order 7, Rule 7, C.P.C., relief could be granted and the spouse retaining the property as such can be directed to return the same.",['27']
63,"In Shukla v. Brij Bhushan A.I.R. 1982 Del. 223, the learned Judge did not follow the Allahabad decision referred to. It was held in paragraph 2 of the judgment that Section 27, Hindu Marriage Act, 1955 is a substantive provision empowering the court in any proceeding under the said Act to make a just and proper order regarding property presented at or about the time of the marriage of the parties and belonging to both of them jointly. It was further held that the remedy lay before the Civil Courts. The scope of Section 151, C.P.C. was not considered in that case.",['27']
64,"On going by the various decisions, I agree with the conclusion arrived by the Allahabad, Bombay and Madhya Pradesh High Courts wherein their Lordships have held that under Section 151, C.P.C. the court can give necessary direction regarding the disposal of the property belonging to individual spouses and the same is within the jurisdiction of the Matrimonial Court. Section 27 of the Hindu Marriage Act is not a bar, nor does it restrict the power of the Matrimonial court in regard to disposal of the individual properties of the spouses. Merely because a specific provision has been made under Section 27 of the Hindu Marriage Act regarding joint properties of the spouses, it should not be construed that the court has no power or the Court's power is excluded from giving necessary directions with regard to the individual properties.",['27']
65,"It would appear from the above that though there is a conflict of authority on the point as to whether an appeal is competent under Section 28 of the Hindu Marriage Act against orders made under Sections 24, 25 and other similar sections of the Hindu Marriage Act, the preponderance of view as expressed by the Punjab, Calcutta, Gujarat, Madhya Pradesh and Madras High Courts is that such an appeal is competent. After giving the matter my earnest consideration I agree with the above view because the effect of taking an opposite view would be that no appeal would be maintainable even against the decrees granted in proceedings under Sections 9 to 13 of the Hindu Marriage Act. Those decrees would not answer to the definition of the term ""decree"" as given in the Code of Civil Procedure. Decrees under that Code are granted in regular suits, instituted by the filing of plaints and not by the filing of petitions. The language of Section 28 also makes it clear that decrees under the Hindu Marriage Act are not decrees under the Code of Civil Procedure, for it is stated therein that decrees under the Hindu Marriage Act shall be enforced in like manner as decrees of a Court on its original civil jurisdiction. This necessarily implies that though the decrees under the Act are by a statutory fiction treated for the purpose of enforcement as decrees under the Code, they in fact are not such decrees. It was also not the intention of the Legislature in my view while giving a right of appeal under Section 28 of the Hindu Marriage Act, to make that right indefinite and more or less illusory by providing that the appeal under that section would be competent only if a provision for that purpose exists in some other law in force for the time being and not otherwise. Section 28 should be regarded as self-contained so far as appeals against decrees and orders under the different provisions of the Hindu Marriage Act are concerned and for this purpose it should not be necessary to look to other laws. The words in Section 28 ""and may be appealed from under any law for the time being in force"", as I read that section, have reference only to the forum of appeal and the procedure to govern such appeals.",['28']
66,"I, therefore, agree with the view that the orders under Sections 24, 25 and other similar sections of the Hindu Marriage Act are appealable under Section 28 of the Act. This would not, however, solve our difficulty in the present case because the question with which we are concerned is whether an order made on an application under Section 10 of the Code of Civil Procedure in proceedings under the Hindu Marriage Act is appealable under Section 28 of the Hindu Marriage Act. In this connection I am of the view that the appeals contemplated by Section 28 of the Hindu Marriage Act are against the decrees and orders made under the specified provisions of that Act. Where, however an order is made on an application under the Code of Civil Procedure and not on an application under some provision of the Hindu Marriage Act even though it be in the course of proceedings under that Act, the question as to whether the order is appealable or not would have to be answered by reference to the provisions of the Code. The reason for that is that Section 21 of the Act makes the Code of Civil Procedure applicable to the proceedings under the Hindu Marriage Act and if an application is made during the course of those proceedings under the Code it is to that Code that we shall have to look to determine as to whether the order made under the Code is appealable or not. It is not the effect of Section 28 of the Hindu Marriage Act that even though an order on an application under Section 10 of the Code of Civil Procedure be not appealable, an appeal against it would be competent if it is made in the course of proceedings under that Act The only effect of Section 28, in my view, is to give a right of appeal to an aggrieved party against decrees and orders for which an express provision is made under the Hindu Marriage Act, and it would not be a correct construction of the section to hold that it enlarges the right of appeal and makes appeals competent even against those orders under the Code of Civil Procedure which are otherwise not appealable. No authority has been cited at the bar in support of the view that an order, not made under some express provision of the Hindu Marriage Act but on an application made under the Code of Civil Procedure in proceedings under the Hindu Marriage Act, would be appealable even though the Code gives no right of appeal against such an order. On the contrary I find that there are authorities which fortify me in the view I am taking of the matter.",['28']
67,"There are a number of authorities in support of the view we are taking, but we have so long been considering the question on principles as, in our view, and this we say with due respect, none of the aforesaid authorities has considered the question in such depth or details as we have had to do here in this case, and, in particular, the question does not appear to have been considered in any of those decisions with proper advertence to the Long Tide and in the context of the various other provisions of the Limitation Act To start with, the Full Bench decision of this Court in Debi Bhaduri v. Kumarjib Bhaduri, cannot be taken to have decided the question because the question which concerned and was decided by the Full Bench was whether the shorter period of limitation prescribed by Section 28 of the Hindu Marriage Act, as amended by the Amendment Act, 1976, would apply to any appeal arising out of a proceeding pending on the date of the commencement of the aforesaid amendment Act The Full Bench answered the question in the affirmative and as a result the appeal in that case was to be taken to have been filed beyond the period of Limitation. It was in that context that the Full Bench, while returning the case back to the Division Bench which made the reference, observed (at paragraphs 17 and 22) that the appeal being thus barred by limitation, an application for extension under Section 5 of the Limitation Act was to be dealt with and disposed of by the Division Bench and that the decision of the Full Bench on the question of limitation ""would not affect or prejudice the rights, if any, of the appellant to make an application under Section 5 of the Limitation Act"". This is, therefore, obviously no decision or declaration of law on the question as to whether the provisions of Section 5 of the Limitation Act would apply to matrimonial appeals under Section 28 of the Hindu Marriage Act in view of Section 29(3) of the Limitation Act.",['5' '28']
68,"Mr. Sawant, the learned Counsel appearing for the petitioner husband raised only one contention. He submitted that the marriage of the respondent with the petitioner is null and void in view of the provisions of section 5 read with section 11 of the Hindu Marriage Act, and such a marriage, therefore, cannot confer the status of wife on the respondent which would entitle her to make an application for maintenance under section 125 of the Code of Criminal Procedure. He submitted that in order that a woman may be entitled to claim maintenance under the said provisions, she must satisfy the conditions laid down in that section, one of the conditions being that she is the wife of the person against whom maintenance is claimed. According to him, the word ""wife"" in section 125 must mean, and has all along been construed to mean under section 488 of the old Code of Criminal Procedure, ""a legally wedded wife"", and as such a woman whose marriage contravenes the provisions of section 5 read with section 11 of the Hindu Marriage Act being void cannot claim the status of a wife. The mere fact that the necessary ceremonies of a marriage under the customary Hindu Law have been gone into cannot confer on her the status of ""a legally wedded wife' which is a condition precedent for claiming maintenance under section 125 of the Code.",['11' '5']
69,"As per Section 11 of the Hindu Marriage Act, any marriage solemnized in violation of Clause (i) (iv) and (v) of section 5 of the Hindu Marriage Act is void and the same may be declared by a decree of nullity, whereas under Section 12 of the Hindu Marriage Act, a voidable marriage may be annulled by a decree of nullity. The different expressions used in these two provisions cannot go unnoticed. So far as Section 11 of the Hindu Marriage Act is concerned, the marriage is not annulled and is only declared as void by a decree of nullity. Thus, what is done by the court is only a declaration and not annulment of marriage. But, under Section 12 of the Hindu Marriage Act, since the marriage is not void ab initio, the same requires to be annulled by a decree of nullity. Here, it is not declaration but a positive act of annulment of the marriage by a decree of nullity. Similarly, under Section 3 of the Prohibition of Child Marriage Act also, the court annuls the marriage by a decree of nullity. Thus, Section 12 (1) of the Hindu Marriage Act and Section 3(1) of the Prohibition of Child Marriage Act are in pari materia. Therefore, unless there is a positive decree passed by the competent court annulling the child marriage, the marriage shall be subsisting.",['11' '12']
70,"Crl.R.C.No.806 of 2019 not allow him to touch her. Thus, both the parties are throwing blame against each other for non-consummation of their marriage. Therefore, without entering into any controversy to find out as to who is at fault for non- consummation of their marriage, it is suffice to hold that the fact that remains established in this case is that their marriage is not consummated. It is a matter of record that the petition filed by the petitioner under Section 12 of the Hindu Marriage Act against the respondent to annul their marriage by a decree of nullity on the ground that the respondent is impotent was allowed and a decree of nullity of the said marriage to that effect was passed. The said decree also became final as the respondent did not question the same in the Higher Forum. Therefore, the fact that remains established in this case is that the said marriage was annulled by a decree of nullity passed by a competent court of law under Section 12 of the Hindu Marriage Act on the ground that the respondent is impotent.",['12']
71,"In this connection, I may refer to Boodapati Ankamma v. Boodapati Bamanappa AIR 1927 Mad 332, in which Vardachariar, J. has observed at page 334 that a Hindu Marriage is a sacrament and not a civil contract and that it will not be permissible to apply to a Hindu marriage all the principles of the Law of Contract. Similarly, in Harbhajan Singh v. Smt. Brij Balab Kaur, Air 1964 Punj 359, which is a case after the Hindu Marriage Act, 1955, came into force, the Punjab High Court has said that the word ""fraud"" is not used in Section 12 of the Hindu Marriage Act in a general way and on every misrepresentation or concealment, the marriage cannot be dissolved. If the term ""fraud"" is to be interpreted according to the definition given in the Indian Contract Act, then it would become impossible to maintain the sanctity of the marriage. All sorts of misrepresentations will be alleged by the petitioners in order to break the marriage tie. This obviously could not be the intention of the legislature. In Anath Nath De v. Lajjabati Devi, also, the case was under the Hindu Marriage Act, 1955, and S. Datta, J., who delivered the judgment, has observed at page 779 that the marriage according to Hindu law not being a contract, the consent at the stage of negotiations though obtained by fraud cannot affect the validity of the marriage. It is true that in that case no fraud was alleged at the time of the solemnization of the marriage and, therefore, the petitioner could not be granted any relief. But at the same time, the case was decided on the footing that even under the Hindu Marriage Act, the marriage is a sacrament and not a civil contract. My attention is also drawn to the provisions of Section 19 of the Indian Divorce Act, 1869.",['12']
72,"In the instant case, the appellant husband was married to the respondent wife on 22nd June, 1985, according to Hindu rites. On account of differences between them, they took a decision to obtain a decree of mutual divorce, which resulted in the filing of a joint petition for divorce under Section 13-B of the Hindu Marriage Act, 1955, (hereinafter referred to as `the Act') on 4th September, 2004, in the District Court at Chhindwara. The same was registered as Civil Suit No.167-A of 2004. As required under the provisions of Section 13-B of the aforesaid Act, the learned Second Additional District Judge, Chhindwara, fixed the date for consideration of the petition after six months so as to give the parties time to reconsider their decision. On 7th March, 2005, after the expiry of six months, the learned Second Additional District Judge, Chhindwara, took up the matter in the presence of both the parties who were present in the Court. While the appellant husband reiterated his earlier stand that a decree of mutual divorce should be passed on account of the fact that it was not possible for the parties to live together, on behalf of the respondent wife it was submitted that despite serious differences which had arisen between them, she did not want the marriage ties to be dissolved. On account of withdrawal of consent by the respondent wife, the learned Judge dismissed the joint petition under Section 13-B of the Act.",[' 13B']
73,"In Prabir Chandra Chatterjee case (supra), a matrimonial proceeding was initiated by the wife by a petition of divorce of her marriage with her husband on various grounds like cruelty, adultery, etc. The petition for divorce was labelled as one both under Section 13 of the Hindu Marriage Act and Section 27 of the Special Marriage Act and the reason for the same appeared to be that the marriage between the parties were first solemnized according to Hindu rites under the Hindu Marriage Act and was thereafter registered as well under the provisions of the Special Marriage Act. Their Lordships of the Calcutta High Court held that if the marriage of the wife with the husband, though celebrated and solemnized according to Hindu rites, was thereafter duly registered under Chapter III of the Special Marriage Act, the ongoing matrimonial proceeding should be governed by Section 27 of the Special Marriage Act and not by Section 13 of the Hindu Marriage Act. And in that case, labelling the petition under Section 27 of the Special Marriage Act as one ""under Section 13, Hindu Marriage Act"" also was useless surplusage, which, at any rate, could not affect the maintainability or merit of the petition for divorce, nor the jurisdiction of the Court to grant divorce, if any case, therefore, was eventually made out at the trial.",['13']
74,"We have already pointed out that the respondent husband had presented his petition under Section 13 of the Hindu Marriage Act within a period of little more than six months from the date of marriage. On 3rd March, 1976 their marriage took place and the following day the petitioner and the respondent wife had come to the former's residence at 47, Rajani Mukherjee Lane, Behala. The petitioner had pleaded that on 5th March, 1976 when the Boubhat ceremony was performed it appeared that Smritikatna had mental infirmity. According to the petitioner, she was found completely of unsound mind and became extremely aggressive and violent in nature. As already staled, that the alleged particulars of such mental disorder of the respondent were sought to be given by amending the petition under Section 13 of the Act. The petitioner husband claimed that on 11th March, 1976. Dr. A. Chakraborty, a psychiatrist, had examined her and had prescribed medicines. But she had continued to suffer from mental disorder. On 14th April, 1977 the husband got his wife Smritikana examined by Dr. D. N. Nandi, who was described as an eminent psychologist. According to the petitioner, as his relations were left with no peace by us wife, he had hired a flat at Tollygunge Circular Road and took her there on 19th of April, 1976. On 27th May, 1976, the petitioner's father-in-law had visited him and she had abused him and he had fainted and had to be removed to a hospital. Being unable to bear, the husband claimed to have sent his wife to his father-in-law's house, on 11th July, 1976 on return from his office, the petitioner found the respondent in the house. She continued to abuse and misbehave. With the help of Sri Madan Mondal, the petitioner got her admitted in the Hospital for Mental Diseases at Gobra on 14th of July, 1976. While she was still an indoor patient in the said hospital, on 21st Sept., 1976 the present husband had filed the petition under Section 12 and in the alternative under Section 13 of the Hindu Marriage Act. As already stated, he did not either plead or prove his exceptional hardship or depravity on the part of his wife. His original petition did not give particulars of the alleged mental illness of his wife, Smritikana. No doubt, he had filed his petition for amendment after expiry of more than one year from the date of the marriage. But he did not thereby plead or thereafter prove by evidence that even after expiry of the period of one year, the respondent wife had continued to be either incurably of unsound mind or that she was still suffering from mental disorder of such a kind and such an extent that the petitioner could not be reasonably expected to live with the respondent. The petitioner had amended his petition by only giving particulars of her alleged mental disorder between 4th of March, 1976 and 14th of July, 1976. He did not even wait for completion of his wife's treatment in the Hospital for Mental Diseases, Gobra.",['13']
75,"From the abovequoted order dated 30.11.1991 it does not appear that while disposing of the application under Section 14 of the Hindu Marriage Act the Court had regard to the question whether there was a reasonable probability of a reconciliation between the parties before the expiration of one year from the date of marriage. However, it appears from the records that lateron attempts were made for reconciliation but proved futile. Admittedly the husband filed a petition for divorce under Section 13(1)(ia) of the Hindu Marriage Act, 1955 on the ground that the wife has, after the solemnisation of the marriage, treated the husband with cruelty.",['14']
76,"Similar controversy again cropped up before Hon'ble Ms. Justice Aruna Suresh when dealing with the Matrimonial Appeal bearing MAT APP NO. 134/2009 in the matter of Sh. Nand Kishore Vs. Smt. Suman, decided on 15.12.2009 and then in the case of Ms.Urvashi Sibal & Anr. Vs. Govt. of NCT of Delhi, decided on 7.1.2010. Hon'ble Ms. Justice Aruna Suresh referred to Pooja Gupta's case (Supra), and after placing reliance on the two judgments of the Apex Court in Smt. Sureshta Devi Vs. Om Prakash (1991) 2 SCC 25 and Anil Kumar Jain Vs. Maya Jain (2009) 10 SCC 415, took a view that under no circumstance, Section 14 of the Hindu Marriage Act can be invoked in the proceedings initiated under Section 13(B) of the Hindu Marriage Act. Hon'ble Ms. Justice Aruna Suresh also found that the Apex Court decision in the case of Smt. Sureshta Devi (Supra) was not brought to the notice of the learned Judge during the course of hearing in Pooja Gupta's case (Supra) and therefore, the said judgment ignoring the decision of the Apex Court would have no binding effect.",['14' ' 13B']
77,"Mr. Basu's more formidable contention is that Section 15 of the Hindu Marriage Act, in view of its Section 29(4), has no application to a marriage under the Special Marriage Act. Elaborating his arguments. Mr. Basu contended that the Hindu Marriage Act and the Special Marriage Act are complete codes in themselves, containing elaborate provisions regarding conditions of marriage, respective rights of parties as also judicial processes in connection therewith. It would not be permissible to import provisions of one statute to the other and in fact by Section 29(4) of the Hindu Marriage Act it is provided that nothing in the said Act shall affect the provisions in the Special Marriage Act with respect to marriages between Hindus solemnised under that Act If Section 15 of Hindu Marriage Act had thus no application, the marriage could not be impugned in law. Mr. Mitra has disputed the above contentions as, according to him, the provisions of the Hindu Marriage Act shall, under its Section 29(4). affect only the provisions of marriage under the Special Marriage Act and nothing beyond,",['15']
78,"However, Mr.Pramod Swarup, the learned counsel for the appellant-husband, vehemently submitted that having regard to the fact that both the parties have drifted from married life the marriage must be taken as irretrievably broken, more so because the husband has remarried and has a child through the second marriage and, therefore, this Court should grant a divorce. We do not think that in the facts and circumstances of the case such a view can be taken. From the very beginning the wife has been saying that she is ready and willing to live with the husband. It is the husband who is denying her access. If the husband remarried in hot haste after the institution of the second appeal which was delayed by only three days, we cannot see how that fact can come to his rescue. That is clearly opposed to Section 15 of the Hindu Marriage Act which in terms states that when a marriage is dissolved by a decree of divorce and there is no right of appeal against the decree or where there is such a right, the time for filing an appeal has expired or an appeal has been presented and has been dismissed, it shall be lawful for either party to the marriage to remarry. In the instant case no doubt the second appeal was delayed by three days but the fact is that it was instituted and was pending on the date of the second marriage. Therefore, the husband acted in disregard of Section 15 and cannot get the benefit of his own wrong""",['15']
79,"Hanmanta v. Dhondavvabai, is a single judge decision of the Bombay High Court. The facts of that decision are very peculiar. There, the legitimate son filed a suit for partition against the father and the father claimed that his illegitimate son born to the second wife, with whom his marriage is void, is also entitled to a share. In such a context, the court held that in spite of Section 16 of the Hindu Marriage Act, a child of a void marriage is riot entitled to a share in property of which father is a coparcener. This decision does not discuss either the textual Hindu law or the decisions which dealt with the rights of the illegitimate son of Sudra. The court did not also indicate whether by virtue of Section 16 of the Hindu Marriage Act (unamended Section 16), the illegitimate son got any rights to the property. With utmost respect to the learned judge, we are unable to follow this decision for two reasons: (1) the court did not consider the effect of Section 16 on the rights of an illegitimate son. It did not go into the question whether the status of legitimate son conferred by Section 16 has enlarged his rights; (2) the decision makes observations which are contrary to the principles laid down in Gur Narain v. Gur Tahal Das, (supra) and Ajit Kumar v. Ujayar Singh, (supra).",['16']
80,"Sri Krishna Bhat, learned Counsel for the appellants submitted that even though the marriage of the 1st defendant with the 2nd defendant had taken place in 1967 after the coming into force of the Hindu Marriage Act and as per the amendment effected to Section 16 of the Hindu Marriage Act (hereinafter referred to as the 'Act'), by the Marriage Laws (Amendment) Act, 1976 (Central Act 68 of 1976), even if the marriage of the 2nd defendant with the 1st defendant is held to be null and void, the issues born out of such wed-lock are legitimate issues and are entitled to a share in the property of the joint family of which the 1st defendant is a member. In support of this submission, learned Counsel has placed reliance on a decision of the High Court of Madras in MARGABANDHU AND ANR. v. KOTHANDARAMA MANDHIRI AND ORS 1983(2) Madras Law Journal 445. On the contrary, it is submitted by Sri T.S. Ramachandra, learned Counsel for the respondents 1 to 4 and 6 that the decision in Margabandhu's case has not noticed the specific words contained in Sub-section (3) of Section 16 of the Act which are to the effect that no rights are conferred upon any child born out of a marriage which is null and void or which is annulled under Section 12 of the Act in or to the property of any person other than the parents. Therefore, it is contended that no right is conferred upon such child, in the coparcenary property in as much as coparcenary property cannot be held to be the exclusive property of the parents until the partition takes place between them and the legitimate sons and a particular specific property of the joint family is allotted to their share. Learned Counsel, however, submitted that they are entitled to a share only in the separate and self-acquired property of their parents and not in the coparcenary property. In support of this submission, learned Counsel has placed reliance on a Division Bench decision of the High Court of Bombay in SHANTARAM TUKARAM PATIL AND ANR. v. SMT. DAGUBAI TUKARAM PATIL AND ORS.",['16']
81,"It would thus be seen that the Court would take cognizance of an offence punishable under Chapter XX of the Code only upon a complaint made by any of the persons specified in this Section . According to Clause (c) of the Proviso to Sub-section (1), a complaint for the offence under Section 494 or 495 can be made by the wife or on her behalf by her father, mother, brother, sister, son or daughter or by her father's or mother's brother or sister. Such complaint may also be filed, with the leave of the Court, by any other person related to the wife by blood, marriage or adoption. If a Hindu wife files a complaint for the offence under Section 494 on the ground that during the subsistence of the marriage, her husband had married a second wife under some other religion after converting to that religion, the offence of bigamy pleaded by her would have to be investigated and tried in accordance with the provisions of the Hindu Marriage Act. It is under this Act that it has to be seen whether the husband, who was married a second wife, has committed the offence of bigamy or not. Since under the Hindu Marriage Act, a bigamous marriage is prohibited and has been constituted as an offence under Section 17 of the Act, any marriage solemnized by the husband during the subsistence of that marriage, in spite of his conversion to another religion, would be an offence triable under Section 17 of the Hindu Marriage Act read with Section 494 IPC. Since taking of cognizance of the offence under Section 494 is limited to the complaints made by the persons specified in Section 198 of the CrPC, it is obvious that the person making the complaint would have to be decided in terms of the personal law applicable to the complainant and the respondent (accused) as mere conversion does not dissolve the marriage automatically and they continue to be ""husband and wife"".",['17']
82,"It was thus pointed out by this Court that Section 17 of the Hindu Marriage Act requires that the marriage must be properly solemnized in the sense that the necessary ceremonies required by law or by custom must be duly performed. Once these ceremonies are proved to have been performed the marriage become properly solemnized and if contracted while the first marriage is still subsisting the provisions of Section 494 will apply automatically. In a decision of this Court in Kanwal Ram & Ors. v. The Himachal Pradesh Administration the earlier case was noticed by the Court and relied upon. The matter has also been fully discussed in Priya Bala Ghosh v. Suresh Chandra Ghosh. In view of the authorities of this Court, therefore, the following position emerges: where a spouse contracts a second marriage while the first marriage is still subsisting the spouse would be guilty of bigamy under Section 494 if it is proved that the second marriage was a valid one in the sense that the necessary ceremonies required by law or by custom have been actually performed. The voidness of the marriage under Section 17 of the Hindu Marriage Act is in fact one of the essential ingredients of Section 494 because the second marriage will become void only because of the provisions of Section 17 of the Hindu Marriage Act. In these circumstances, therefore, we are unable to accept the contention of Mr. Mulla that the second marriage being void Section 494 will have no application. It was next contended by Mr. Mulla that there is no legal evidence to show that the second marriage which is said to be a nata marriage was actually performed. We are afraid, we are unable to go into this question because three courts have concurrently found as a fact that the parties were governed by custom of nata marriage and the two essential ceremonies of this marriage are:",['17']
83,"While considering the claim of the appellant for maintenance, though the application filed therefor was under Section 18 of the Hindu Adoption and Maintenance Act 1956, the question framed by the Family court for consideration was ""Whether the second wife can legally claim any maintenance amount under Section 25 of the Hindu Marriage Act, 1955 or under Section 18 of the Hindu Adoption and Maintenance Act. "" It then noted that the appellant was unable to cite any authority to justify the claim of second wife and answered the question without any further discussion stating that ""the legal position is almost settled that since the second marriage during subsistence of first one is void, the second wife does not get any rights as regards the maintenance. As a result, I hold that the respondent being the second wife of the petitioner is not *5* FCA-117/2006 entitled to any maintenance allowance."" Thereafter, Family Court considered the appellant's claim on merit also and rejected the same holding that she has sufficient income for her own maintenance.",['18']
84,"Five questions are formulated by the Division Bench in its order dated 31.7.2008 passed in WP(Crl.) No.338/2008 for reference to the larger Bench. Though we shall take note of these questions at a later and more appropriate stage, we would like to point out at the outset that the issues raised can be put in two compartments, viz., (i) what is the status of marriage under Hindu Law when one of the parties to the marriage is below the age of 18 years prescribed under Section 5(iii) of the Hindu Marriage Act, 1955 and Section 2 (a) of Prohibition of Child Marriage Act, 2006 (hereinafter referred as the âPCM Actâ) and (ii) when the girl is minor (but the boy has attained the age of marriage as prescribed) whether the husband he can be regarded as the lawful guardian of the minor wife and claim her custody in spite of contest and claim by the parents of the girl. What is the effect of the Prohibition of Child Marriage Act, 2006?",['18']
